loan_id,customer_id,product_type,effective_date,maturity_date,ead,pd_12m,origination_pd,lgd,days_past_due,forbearance_flag,remaining_months,recovery_cashflows,eir
1848,2848,auto_loan,2023-07-05,2026-07-04,46428,0.0113,0.0096,0.54,0,N,36,"[928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928]",0.07
1849,2849,personal_loan,2017-04-13,2020-04-12,37481,0.0722,0.0578,0.73,0,N,36,"[749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749]",0.07
1850,2850,personal_loan,2022-04-29,2023-04-29,8072,0.0945,0.0756,0.66,0,N,12,"[161, 161, 161, 161, 161, 161, 161, 161, 161, 161, 161, 161]",0.07
1851,2851,home_loan,2018-06-11,2038-06-06,280572,0.0195,0.0175,0.36,10,N,243,"[5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611, 5611]",0.05
1852,2852,auto_loan,2021-03-19,2024-03-18,34979,0.0188,0.016,0.49,0,N,36,"[699, 699, 699, 699, 699, 699, 699, 699, 699, 699, 699, 699, 699, 699, 699, 699, 699, 699, 699, 699, 699, 699, 699, 699, 699, 699, 699, 699, 699, 699, 699, 699, 699, 699, 699, 699]",0.07
1853,2853,home_loan,2023-11-05,2050-10-29,374969,0.0135,0.0121,0.45,0,N,328,"[7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499]",0.05
1854,2854,auto_loan,2018-11-15,2024-11-13,30888,0.0475,0.0404,0.57,0,N,73,"[617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617, 617]",0.07
1855,2855,home_loan,2024-08-07,2043-08-03,465066,0.0071,0.0064,0.37,0,N,231,"[9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301, 9301]",0.04
1856,2856,home_loan,2020-02-19,2038-02-14,318274,0.0162,0.0146,0.43,0,N,219,"[6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365, 6365]",0.04
1857,2857,home_loan,2017-11-18,2046-11-11,314045,0.0086,0.0077,0.41,0,N,352,"[6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280, 6280]",0.06
1858,2858,personal_loan,2022-10-17,2024-10-16,14779,0.0988,0.079,0.76,0,N,24,"[295, 295, 295, 295, 295, 295, 295, 295, 295, 295, 295, 295, 295, 295, 295, 295, 295, 295, 295, 295, 295, 295, 295, 295]",0.08
1859,2859,personal_loan,2022-10-23,2025-10-22,24653,0.0418,0.0334,0.76,0,N,36,"[493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493]",0.09
1860,2860,home_loan,2024-05-21,2036-05-18,297373,0.0183,0.0165,0.37,0,N,146,"[5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947, 5947]",0.06
1861,2861,auto_loan,2024-01-21,2031-01-19,22050,0.0135,0.0115,0.53,0,N,85,"[441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441]",0.06
1862,2862,personal_loan,2017-04-14,2019-04-14,40253,0.0796,0.0637,0.65,0,N,24,"[805, 805, 805, 805, 805, 805, 805, 805, 805, 805, 805, 805, 805, 805, 805, 805, 805, 805, 805, 805, 805, 805, 805, 805]",0.07
1863,2863,personal_loan,2024-09-20,2027-09-20,36032,0.0747,0.0598,0.74,0,N,36,"[720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720]",0.08
1864,2864,personal_loan,2017-11-01,2020-10-31,20792,0.0921,0.0737,0.67,0,N,36,"[415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415]",0.08
1865,2865,personal_loan,2019-06-28,2023-06-27,19768,0.0613,0.049,0.69,10,N,48,"[395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395]",0.06
1866,2866,personal_loan,2017-03-18,2019-03-18,24709,0.0486,0.0389,0.72,10,N,24,"[494, 494, 494, 494, 494, 494, 494, 494, 494, 494, 494, 494, 494, 494, 494, 494, 494, 494, 494, 494, 494, 494, 494, 494]",0.08
1867,2867,home_loan,2022-06-28,2051-06-21,470974,0.0087,0.0078,0.37,0,N,352,"[9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419, 9419]",0.06
1868,2868,home_loan,2016-04-15,2028-04-12,175681,0.006,0.0054,0.39,0,N,146,"[3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513, 3513]",0.04
1869,2869,auto_loan,2019-07-01,2024-06-29,40344,0.0203,0.0173,0.42,0,N,60,"[806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806]",0.06
1870,2870,auto_loan,2022-06-16,2029-06-14,13776,0.0143,0.0122,0.44,45,Y,85,"[275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275]",0.06
1871,2871,home_loan,2023-08-06,2045-07-31,394852,0.005,0.0045,0.44,0,N,267,"[7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897, 7897]",0.05
1872,2872,home_loan,2020-03-17,2050-03-10,316361,0.0108,0.0097,0.4,0,N,365,"[6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327, 6327]",0.05
